sex,age,region,agglomeration_type,personal_situation,main_profession,employment_status,internet_frequency,cultural_frequency,legality_type,legality_evolution,payment_type,monthly_spending,devices_films_series,vpn_usage,cracked_apps_usage,streaming_download_type,dns_settings_usage,paid_services_access,household_size,children_count,household_status,age_group,generation,children_count_numeric,household_size_numeric,has_children,family_stage,urbanity_bucket,internet_intensity_score,cultural_frequency_score,legality_score,payment_orientation_score,paid_access_score,vpn_score,dns_score,download_risk_score,cracked_apps_score,module_completion_rate,response_depth_score,engagement_score,risk_behavior_score,monetization_score,raw_content_paid_score,raw_content_category_count,raw_device_diversity,raw_illicit_channel_count,raw_illicit_frequency_mean,raw_illicit_method_count,raw_stream_ripping_score,raw_legal_offer_advantage_count,raw_legal_motivation_count,raw_behavioral_coverage_rate,content_depth_score,raw_risk_intensity_score,legal_value_perception_score,paying_user,hybrid_access_user,risky_behavior_user,payment_bucket,access_style,value_tier,high_value_user,under_monetized_engaged_user,consumer_segment,consumer_profile
Male,53,Hauts-de-France,Rural isolé,actif,"Professeurs, professions scientifiques",Salarié de l’État,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,5 personnes,2,couple,50-64,Gen X,2,5,True,Family with children,Rural,7,4.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,0.8,0.0,0.1,1.0,7,7,1,4.0,4,5.0,0,0,0.24199288256227758,0.37884786476868326,10.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | with children
Female,46,Occitanie,Rural isolé,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,5.0,,occasionnellement,Non,Autant,Régulièrement,,4 personnes,1,couple,35-49,Gen X,1,4,True,Family with children,Rural,7,3.0,1.0,1.0,0.0,2,2,1.0,0.0,0.9,9,0.9124999999999999,5.0,0.4,1.0,1,1,0,0.0,0,3.3333333333333335,0,0,0.03558718861209965,0.05442615658362989,3.3333333333333335,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,67,Pays de la Loire,Rural isolé,homme au foyer,,,Moins souvent,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,2 personnes,Aucun,couple,65+,Boomer+,0,2,False,Couple without children,Rural,1,0.0,0.0,0.0,2.0,0,0,0.0,0.0,0.7,7,0.06428571428571428,0.0,0.2,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,46,Provence-Alpes-Côte d’Azur,Rural isolé,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,souvent payante,6.0,Sur d’autres appareils,régulièrement,Non,payante,Jamais,compte partagé,4 personnes,2,couple,35-49,Gen X,2,4,True,Family with children,Rural,7,4.0,1.0,4.0,1.0,3,0,0.0,0.0,1.0,10,1.0,3.0,0.8,3.4444444444444446,9,7,0,0.0,0,5.0,0,0,0.1494661921708185,0.4260898576512456,5.0,0,True,False,True,Paid-oriented,Legal Paid,Mid spender,False,False,Low Engagement Users,Gen X | Paid-oriented | with children
Male,50,Île-de-France,Autres / hors unité urbaine,actif,Ouvriers de manutention et du transport,Salarié d’un particulier,1 fois par jour ou presque,,,autant légale,,20.0,,jamais,Oui,Autant,De temps en temps,,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Other,6,0.0,0.0,0.0,0.0,0,1,1.0,3.0,0.6,6,0.5857142857142856,5.0,0.3,2.6,5,5,2,3.0,7,3.3333333333333335,0,0,0.2669039145907473,0.2988211743772242,12.333333333333334,0,True,False,True,Free-oriented,Unspecified,Mid spender,True,False,Hybrid Monetizers,Gen X | Free-oriented | without children
Male,50,Provence-Alpes-Côte d’Azur,Rural isolé,actif,"Contremaîtres, agents de maîtrise",Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,souvent payante,20.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Rural,7,4.0,1.0,4.0,1.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.8,2.4,5,6,0,0.0,0,5.0,0,0,0.11387900355871886,0.25916370106761566,5.0,0,True,False,True,Paid-oriented,Legal Paid,Mid spender,True,False,Premium Legal Users,Gen X | Paid-oriented | with children
Male,50,Occitanie,Grande ville (100k–500k hab.),actif,Ouvriers qualifiés de type artisanal,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,autant,70.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Urban,7,4.0,1.0,3.0,2.0,0,0,0.0,0.0,1.0,10,1.0,0.0,0.8,3.25,8,8,0,0.0,0,5.0,0,0,0.16725978647686832,0.40017793594306045,5.0,0,True,False,True,Balanced,Unspecified,Top spender,True,False,Low Engagement Users,Gen X | Balanced | with children
Male,52,Grand Est,Grande ville (100k–500k hab.),actif,Ouvriers qualifiés de type industriel,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,autant,50.0,Sur d’autres appareils,jamais,Non,Gratuit,Jamais,compte partagé,3 personnes,Aucun,couple,50-64,Gen X,0,3,False,Couple without children,Urban,7,4.0,1.0,3.0,1.0,0,0,3.0,0.0,1.0,10,1.0,3.0,0.7,3.0,10,14,0,0.0,0,1.0,0,0,0.19572953736654805,0.5212188612099644,1.0,0,True,False,False,Balanced,Unspecified,High spender,True,False,Low Engagement Users,Gen X | Balanced | without children
Female,48,Nouvelle-Aquitaine,Rural isolé,actif,Ouvriers qualifiés de type artisanal,Salarié d’entreprise publique,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,18.0,Sur d’autres appareils,régulièrement,Non,payante,Jamais,compte partagé,3 personnes,1,couple,35-49,Gen X,1,3,True,Family with children,Rural,7,4.0,1.0,1.0,1.0,3,0,0.0,0.0,1.0,10,1.0,3.0,0.5,2.1666666666666665,6,8,0,0.0,0,4.333333333333333,0,0,0.11743772241992882,0.31023131672597865,4.333333333333333,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,28,Grand Est,Rural isolé,actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,6.0,,jamais,Non,payante,Jamais,,2 personnes,Aucun,couple,25-34,Gen Z,0,2,False,Couple without children,Rural,7,4.0,1.0,1.0,0.0,0,0,0.0,0.0,0.9,9,1.0,0.0,0.4,3.6666666666666665,3,9,0,0.0,0,5.0,0,0,0.08540925266903915,0.19437277580071174,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Male,44,Auvergne-Rhône-Alpes,Rural isolé,actif,Ouvriers qualifiés de type industriel,Salarié du privé ou association,Plusieurs fois par jour,1 à 3 fois par mois,Légale,autant légale,autant,30.0,,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,35-49,Millennial,0,1,False,Single / other,Rural,7,2.0,1.0,3.0,0.0,1,0,0.0,0.0,0.9,9,0.825,1.0,0.6,3.0,3,4,0,0.0,0,5.0,0,0,0.08540925266903915,0.16312277580071174,5.0,0,True,False,True,Balanced,Unspecified,High spender,True,False,Low Engagement Users,Millennial | Balanced | without children
Female,30,Hauts-de-France,Rural isolé,actif,Services directs aux particuliers,Salarié d’un particulier,1 à 2 fois par semaine,,,davantage légale,,30.0,Sur d’autres appareils,régulièrement,Oui,souvent gratuit,Régulièrement,compte partagé,5 personnes,3,couple,25-34,Millennial,3,5,True,Family with children,Rural,4,0.0,0.0,0.0,1.0,3,2,2.0,3.0,0.7,7,0.45714285714285713,10.0,0.4,2.0,3,0,0,1.5,6,1.6666666666666667,0,0,0.11387900355871886,0.14666370106761567,7.666666666666667,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Risk-Oriented Free Users,Millennial | Free-oriented | with children
Male,60,Provence-Alpes-Côte d’Azur,Rural périurbain,actif,"Techniciens (géomètres, dessinateurs, etc.)",Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Rural,7,4.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.8,0.0,0.2,1.0,4,7,0,0.0,0,5.0,0,0,0.08896797153024912,0.2204403914590747,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Gen X | Free-oriented | without children
Male,34,Pays de la Loire,Rural isolé,actif,Ouvriers qualifiés de type industriel,Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,0.0,,régulièrement,,,Régulièrement,compte partagé,4 personnes,2,enfant,25-34,Millennial,2,4,True,Family with children,Rural,7,0.0,0.0,0.0,1.0,3,2,0.0,0.0,0.5,5,0.45,5.0,0.1,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Millennial | Free-oriented | with children
Female,25,Provence-Alpes-Côte d’Azur,Petite ville (20k–50k hab.),actif,Employés de commerce,Salarié d’entreprise publique,3 à 5 fois par semaine,,,autant légale,,0.0,,occasionnellement,,,De temps en temps,compte partagé,1 personne,Aucun,célibataire,25-34,Gen Z,0,1,False,Single / other,Urban,5,0.0,0.0,0.0,1.0,2,1,0.0,0.0,0.5,5,0.32142857142857145,3.0,0.1,0.0,0,0,0,0.0,0,0.0,0,3,0.0498220640569395,0.01494661921708185,0.0,3,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,50,Bourgogne-Franche-Comté,Paris et grandes métropoles,actif,Ouvriers non qualifiés industriels,Salarié du privé ou association,1 à 2 fois par semaine,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,4 personnes,1,couple,50-64,Gen X,1,4,True,Family with children,Metro,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.2571428571428571,0.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Male,23,Occitanie,Ville moyenne (50k–100k hab.),actif,Ouvriers qualifiés de type industriel,Salarié d’entreprise publique,Plusieurs fois par jour,,,autant légale,,0.0,Sur d’autres appareils,jamais,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,18-24,Gen Z,0,1,False,Single / other,Urban,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,1,0,0.0,0,5.0,0,0,0.03914590747330961,0.09299377224199289,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen Z | Free-oriented | without children
Female,54,Bourgogne-Franche-Comté,Paris et grandes métropoles,actif,Employés administratifs d'entreprise,Salarié du privé ou association,Plusieurs fois par jour,,,,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,compte partagé,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Metro,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.45,0.0,0.1,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,54,Occitanie,Rural isolé,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,10.0,,jamais,Non,payante,Jamais,compte partagé,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Rural,7,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.7,7,0.65,0.0,0.4,1.0,4,4,0,0.0,0,5.0,0,0,0.08896797153024912,0.20169039145907472,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Male,45,Occitanie,Rural isolé,chômeur,Professions intermédiaires administratives de la fonction publique,Salarié du privé ou association,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,davantage légale,gratuit,20.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,35-49,Gen X,0,2,False,Couple without children,Rural,7,3.0,1.0,1.0,0.0,1,0,0.0,0.0,0.9,9,0.9124999999999999,1.0,0.4,1.125,8,5,2,4.0,1,5.0,0,0,0.18861209964412812,0.38783362989323844,8.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,True,False,Hybrid Monetizers,Gen X | Free-oriented | without children
Female,49,Occitanie,Paris et grandes métropoles,actif,Chauffeurs,Salarié d’un particulier,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,,0.0,,jamais,,,Jamais,,1 personne,Aucun,célibataire,35-49,Gen X,0,1,False,Single / other,Metro,7,4.0,1.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.8,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,50,Pays de la Loire,Ville moyenne (50k–100k hab.),actif,Employés civils et agents de service publics,Salarié collectivité territoriale / HLM,Plusieurs fois par jour,1 à 5 fois par semaine,Légale,autant légale,gratuit,20.0,,jamais,Non,payante,Je ne sais pas ce que c’est,abonné,3 personnes,1,couple,50-64,Gen X,1,3,True,Family with children,Urban,7,3.0,1.0,1.0,2.0,0,0,0.0,0.0,1.0,10,0.9124999999999999,0.0,0.6000000000000001,4.142857142857143,7,11,0,0.0,0,5.0,0,0,0.16370106761565836,0.3803603202846976,5.0,0,True,False,True,Free-oriented,Legal Free,Mid spender,True,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,62,Provence-Alpes-Côte d’Azur,Rural isolé,retraite,Employés civils et agents de service publics,,Plusieurs fois par jour,,,,,0.0,,occasionnellement,Non,payante,Jamais,,1 personne,Aucun,célibataire,50-64,Boomer+,0,1,False,Single / other,Rural,7,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.6,6,0.45,2.0,0.0,0.0,0,0,0,0.0,0,5.0,0,0,0.010676156583629894,0.003202846975088968,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,57,Bourgogne-Franche-Comté,Rural isolé,homme au foyer,,,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,6 personnes,Aucun,couple,50-64,Gen X,0,6,False,Couple without children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,1,0,0.0,0,5.0,0,0,0.03914590747330961,0.09299377224199289,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,67,Auvergne-Rhône-Alpes,Rural isolé,retraite,Ouvriers agricoles et assimilés,,Plusieurs fois par jour,,,autant légale,,8.0,,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,compte partagé,2 personnes,Aucun,couple,65+,Boomer+,0,2,False,Couple without children,Rural,7,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.7,7,0.65,1.0,0.4,4.5,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,55,Hauts-de-France,Ville moyenne (50k–100k hab.),actif,Ouvriers qualifiés de type industriel,Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,davantage légale,gratuit,38.0,Sur d’autres appareils,occasionnellement,Non,souvent payante,De temps en temps,,3 personnes,Aucun,couple,50-64,Gen X,0,3,False,Couple without children,Urban,7,4.0,1.0,1.0,0.0,2,1,0.0,0.0,0.9,9,1.0,3.0,0.4,1.0,6,8,0,0.0,0,4.0,0,0,0.11743772241992882,0.31023131672597865,4.0,0,True,False,True,Free-oriented,Legal Free,High spender,True,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,49,Provence-Alpes-Côte d’Azur,Rural isolé,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,,,autant légale,,1.0,,jamais,Non,payante,Jamais,,3 personnes,1,couple,35-49,Gen X,1,3,True,Family with children,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.65,0.0,0.3,2.0,2,1,0,0.0,0,5.0,0,0,0.03914590747330961,0.09299377224199289,5.0,0,True,False,True,Free-oriented,Unspecified,Mid spender,False,False,Low Engagement Users,Gen X | Free-oriented | with children
Female,62,Pays de la Loire,Petite ville (20k–50k hab.),retraite,Professions intermédiaires commerciales et administratives,,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Urban,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,1,2,0,0.0,0,5.0,0,0,0.03558718861209965,0.060676156583629896,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,54,Pays de la Loire,Grande ville (100k–500k hab.),actif,Commerçants et assimilés (moins de 10 salariés),Chef d'entreprise à son compte,Plusieurs fois par jour,,,autant légale,,0.0,,jamais,Non,payante,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Gen X,0,2,False,Couple without children,Urban,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.45,0.0,0.0,1.0,2,2,0,0.0,0,5.0,0,0,0.060498220640569395,0.1056494661921708,5.0,0,False,False,True,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Male,42,Bourgogne-Franche-Comté,Paris et grandes métropoles,chômeur,Ouvriers de manutention et du transport,Salarié d’un particulier,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,jamais,Non,payante,Jamais,compte partagé,2 personnes,1,célibataire,35-49,Millennial,1,2,True,Family with children,Metro,7,4.0,1.0,1.0,1.0,0,0,0.0,0.0,1.0,10,0.8,0.0,0.2,1.0,6,4,0,0.0,0,5.0,0,0,0.11743772241992882,0.2852313167259786,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Millennial | Free-oriented | with children
Male,50,Bourgogne-Franche-Comté,Grande ville (100k–500k hab.),homme au foyer,,,Plusieurs fois par jour,,,davantage légale,,40.0,,régulièrement,Oui,souvent gratuit,Régulièrement,compte partagé,1 personne,Aucun,célibataire,50-64,Gen X,0,1,False,Single / other,Urban,7,0.0,0.0,0.0,1.0,3,2,2.0,3.0,0.7,7,0.65,10.0,0.4,1.6,5,3,3,1.3333333333333333,7,1.6666666666666667,0,0,0.21352313167259787,0.27030693950177936,11.666666666666666,0,True,False,True,Free-oriented,Unspecified,High spender,True,False,Hybrid Monetizers,Gen X | Free-oriented | without children
Male,61,Nouvelle-Aquitaine,Rural isolé,actif,Ouvriers qualifiés de type industriel,Salarié du privé ou association,Plusieurs fois par jour,,,davantage légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,50-64,Boomer+,0,1,False,Single / other,Rural,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4,4,0.45,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,67,Île-de-France,Autres / hors unité urbaine,retraite,Ouvriers qualifiés de type artisanal,,1 fois par jour ou presque,1 à 3 fois par mois,Légale,autant légale,,0.0,,ancien utilisateur,,,Jamais,,2 personnes,Aucun,couple,65+,Boomer+,0,2,False,Couple without children,Other,6,2.0,1.0,0.0,0.0,1,0,0.0,0.0,0.6,6,0.5607142857142857,1.0,0.0,0.0,0,0,0,0.0,0,0.0,0,2,0.0498220640569395,0.01494661921708185,0.0,2,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Female,62,Pays de la Loire,Ville moyenne (50k–100k hab.),actif,Professions intermédiaires de la santé et du travail social,Salarié du privé ou association,Plusieurs fois par jour,,,,,0.0,,jamais,,,Je ne sais pas ce que c’est,,2 personnes,Aucun,couple,50-64,Boomer+,0,2,False,Couple without children,Urban,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4,4,0.45,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0.0498220640569395,0.01494661921708185,0.0,1,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Boomer+ | Free-oriented | without children
Male,58,Grand Est,Rural isolé,actif,Cadres d'entreprise (administratifs et commerciaux),Salarié du privé ou association,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,,0.0,,jamais,,,Je ne sais pas ce que c’est,,2 personnes,Aucun,célibataire,50-64,Gen X,0,2,False,Single / other,Rural,7,4.0,1.0,0.0,0.0,0,0,0.0,0.0,0.6,6,0.8,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,4,0.0498220640569395,0.01494661921708185,0.0,4,False,False,False,Free-oriented,Unspecified,Non-spender,False,False,Low Engagement Users,Gen X | Free-oriented | without children
Female,65,Pays de la Loire,Bourg / petite agglomération,retraite,Employés administratifs d'entreprise,,Plusieurs fois par jour,Tous les jours ou presque,Légale,autant légale,gratuit,0.0,Sur d’autres appareils,ancien utilisateur,Non,payante,Je ne sais pas ce que c’est,,1 personne,Aucun,célibataire,65+,Boomer+,0,1,False,Single / other,Other,7,4.0,1.0,1.0,0.0,1,0,0.0,0.0,0.9,9,0.8,1.0,0.1,1.0,6,4,0,0.0,0,5.0,0,0,0.11743772241992882,0.2852313167259786,5.0,0,False,False,True,Free-oriented,Legal Free,Non-spender,False,True,Heavy Free Users,Boomer+ | Free-oriented | without children
